"","x1","x2","x3","x4"
"1",-0.281644291098126,0.48093182434096,0.301492867274229,-1.75019886553741
"2",-1.28488851444488,-0.614818201312288,-1.60310105045047,-1.23641821290226
"3",-2.54864920485692,-1.69349209152712,-1.60805443761288,-1.33830336374504
"4",0.195356483180842,-0.232682332392454,-1.76945840944998,-0.350191013870501
"5",-0.206600139042378,-0.772139352468623,-0.159224738922647,0.348171057818827
"6",-0.543003917199131,0.541229717549537,-0.426232108855571,-0.253330629335741
"7",-1.2595568470769,-0.901868528894413,-0.718547883149444,-0.118458348460924
"8",1.19325267789565,-0.643276846226029,-0.712508601699084,-0.627141404299555
"9",-0.19921268600474,0.779046647264926,-0.0114283273976755,-0.773989274233375
"10",-1.54470777596838,-0.918695465889226,-0.508365352143866,-0.489974562327703
"11",-0.833387348129512,0.338138268441186,0.8140489629383,1.04100857941379
"12",-0.782202131474452,-0.682655737051495,-1.50285164544691,-1.27694473039207
"13",0.606581479587288,-0.426867565279199,-0.908726361823253,-0.456240747100683
"14",-1.89858823360701,-0.393818576173888,-0.0534947346844933,-0.0464013432665073
"15",-1.28166046805634,-0.190329103758456,0.377252835834342,-0.476664906946684
"16",1.0123577453087,0.269759927177847,-1.07903598209876,-0.482789840514284
"17",-0.195918795519157,0.701793641919924,1.06870788568959,0.247678773681797
"18",0.207510680118828,0.198589122130726,0.0730239431048714,0.464278260698554
"19",-0.557109861547123,-1.20733602751814,-1.33435946448043,-0.806472414395334
"20",-1.27559821922579,-0.985744360195684,-0.708798962252697,-0.808784065604668
"21",-0.119070942788083,-0.224931459548384,-1.27130154108461,-1.31554190894871
"22",0.172506268954114,0.11558468451561,0.39168569064471,-0.831801572211962
"23",1.70313102187219,1.08550010208051,0.842065439566466,1.25913527414572
"24",-0.143782256686027,-0.930661513211927,0.52414273550779,-0.319384840595542
"25",-0.505386257029811,-0.733650055206191,0.271081727925039,0.841601938214505
"26",0.15111622536965,-0.821120707487828,0.126290415973517,-0.350043858456553
"27",-1.4409991548958,-2.59569984104939,-2.77399644878733,-0.0779108015483775
"28",-0.838379529095023,-0.298892579449781,-0.00534417389486324,-0.167902574246752
"29",1.23596255516971,1.76154147293901,0.263914380832372,0.459616982257923
"30",0.851104743678525,0.511381195238689,0.203451914644075,-1.14437886710423
"31",-0.763132973985095,-1.705286622606,0.751408807167526,0.640225857967491
"32",0.309382438495576,0.399241023387529,0.245101121076748,1.76062896105505
